person_age,person_income,person_emp_length,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,monthly_payment_est,income_per_year_of_emp,interest_income_ratio,credit_exp_ratio,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE
23,92004.0,6.0,3,30000,15.23,1,0.33,1,3,2500.0,13143.42857142857,0.00016553448182164013,0.13043478260869565,0,0,1,0,0,0,1,0
23,97000.0,7.0,2,30000,10.65,1,0.31,0,2,2500.0,12125.0,0.00010979268254966443,0.08695652173913043,0,0,1,0,0,0,0,1
25,120000.0,9.0,1,30000,7.9,0,0.25,0,4,2500.0,12000.0,6.583278472679395e-05,0.16,0,0,1,1,0,0,0,0
26,225000.0,4.0,3,10000,15.96,0,0.04,1,3,833.3333333333334,45000.0,7.093301807547522e-05,0.11538461538461539,0,0,1,0,0,0,1,0
26,225000.0,0.0,2,20000,11.48,0,0.07,0,3,1666.6666666666667,225000.0,5.102199545779797e-05,0.11538461538461539,0,0,1,0,0,0,0,1
23,225000.0,3.0,1,35000,10.99,0,0.13,0,4,2916.6666666666665,56250.0,4.8844227358989513e-05,0.17391304347826086,0,1,0,0,0,0,1,0
25,128000.0,9.0,1,30000,7.29,0,0.23,0,4,2500.0,12800.0,5.6952680057187056e-05,0.16,0,0,1,0,0,0,1,0
24,14400.0,2.0,5,1750,10.99,0,0.15,1,3,145.83333333333334,4800.0,0.0007631414485105201,0.125,0,1,0,0,0,0,0,1
21,131000.0,0.0,1,30000,5.99,0,0.23,0,4,2500.0,131000.0,4.57248417951008e-05,0.19047619047619047,0,0,1,0,0,0,0,1
22,225000.0,6.0,2,12000,11.58,0,0.04,0,2,1000.0,32142.85714285714,5.1466437926942544e-05,0.09090909090909091,0,1,0,0,0,0,0,1
26,225000.0,0.0,2,10000,10.99,1,0.04,0,4,833.3333333333334,225000.0,4.8844227358989513e-05,0.15384615384615385,0,0,0,1,0,0,0,0
25,221850.0,9.0,4,25000,15.7,1,0.1,0,2,2083.3333333333335,22185.0,7.076821830868466e-05,0.08,0,0,0,0,0,1,0,0
22,70000.0,6.0,4,29100,15.99,1,0.42,0,3,2425.0,10000.0,0.00022842530820988273,0.13636363636363635,0,0,1,1,0,0,0,0
22,14400.0,7.0,4,1500,14.84,0,0.13,1,3,125.0,1800.0,0.0010304839941670718,0.13636363636363635,0,0,0,1,0,0,0,0
26,225000.0,10.0,2,28000,10.99,0,0.11,0,3,2333.3333333333335,20454.545454545456,4.8844227358989513e-05,0.11538461538461539,0,1,0,0,1,0,0,0
25,225000.0,9.0,4,20000,14.42,0,0.08,1,2,1666.6666666666667,22500.0,6.408860405064867e-05,0.08,0,0,0,0,1,0,0,0
24,225000.0,9.0,1,9600,6.99,0,0.04,0,2,800.0,22500.0,3.106652859320625e-05,0.08333333333333333,0,0,0,1,0,0,0,0
25,225000.0,2.0,3,25000,13.49,0,0.1,0,4,2083.3333333333335,75000.0,5.995528908760406e-05,0.16,0,0,1,0,0,1,0,0
25,14400.0,0.0,3,3000,10.99,1,0.25,0,3,250.0,14400.0,0.0007631414485105201,0.12,0,1,0,0,0,1,0,0
22,56950.0,6.0,1,28000,10.99,1,0.49,0,2,2333.3333333333335,8135.714285714285,0.00019297290653368684,0.09090909090909091,0,0,1,0,0,1,0,0
21,14400.0,6.0,3,3000,13.61,1,0.25,1,3,250.0,2057.1428571428573,0.0009450732588014721,0.14285714285714285,0,1,0,1,0,0,0,0
23,65000.0,2.0,1,28000,7.9,1,0.43,0,2,2333.3333333333335,21666.666666666668,0.0001215365917447424,0.08695652173913043,0,0,1,1,0,0,0,0
26,85000.0,2.0,1,28000,7.49,1,0.33,0,3,2333.3333333333335,28333.333333333332,8.811661039281891e-05,0.11538461538461539,0,0,1,0,0,0,0,1
26,14400.0,2.0,1,6100,7.51,1,0.51,0,3,508.3333333333333,4800.0,0.0005214915630858968,0.11538461538461539,0,1,0,1,0,0,0,0
22,88000.0,6.0,2,28000,9.91,1,0.32,0,3,2333.3333333333335,12571.42857142857,0.00011261235667776503,0.13636363636363635,0,0,1,0,0,0,0,1
21,14400.0,0.0,3,4200,13.48,1,0.35,1,4,350.0,14400.0,0.000936046107909173,0.19047619047619047,0,1,0,0,0,0,1,0
22,14400.0,6.0,1,4750,7.14,1,0.4,0,2,395.8333333333333,2057.1428571428573,0.0004957989028539684,0.09090909090909091,0,1,0,0,0,0,0,0
24,83004.0,0.0,4,28000,15.99,1,0.34,1,4,2333.3333333333335,83004.0,0.00019263899765074394,0.16666666666666666,0,0,1,0,0,0,0,1
24,225000.0,2.0,3,18000,12.98,0,0.07,1,3,1500.0,75000.0,5.7688632494966694e-05,0.125,0,0,1,1,0,0,0,0
25,100000.0,5.0,2,28000,12.69,0,0.28,0,3,2333.3333333333335,16666.666666666668,0.00012689873101268988,0.12,0,0,1,0,0,0,0,0
26,110000.0,10.0,1,28000,8.9,0,0.25,0,2,2333.3333333333335,10000.0,8.090835537858747e-05,0.07692307692307693,0,0,1,1,0,0,0,0
26,14400.0,0.0,1,2700,10.99,1,0.23,0,4,225.0,14400.0,0.0007631414485105201,0.15384615384615385,0,1,0,0,0,0,0,0
22,108000.0,6.0,2,28000,10.99,1,0.26,0,4,2333.3333333333335,15428.57142857143,0.00010175831705261989,0.18181818181818182,0,0,1,1,0,0,0,0
23,151200.0,7.0,2,28000,11.11,0,0.19,0,2,2333.3333333333335,18900.0,7.347835001091262e-05,0.08695652173913043,0,0,1,0,0,0,0,0
24,69000.0,2.0,1,27600,10.99,1,0.4,0,2,2300.0,23000.0,0.00015927305401370996,0.08333333333333333,0,0,1,0,1,0,0,0
21,14400.0,5.0,5,3250,15.68,1,0.27,1,3,270.8333333333333,2400.0,0.0010888132768557739,0.14285714285714285,0,0,0,0,0,0,0,0
22,70000.0,4.0,3,27500,13.06,1,0.39,1,3,2291.6666666666665,14000.0,0.00018656876330338138,0.13636363636363635,0,0,1,1,0,0,0,0
22,225000.0,6.0,2,25000,10.99,0,0.1,0,2,2083.3333333333335,32142.85714285714,4.8844227358989513e-05,0.09090909090909091,0,1,0,0,0,0,1,0
26,73200.0,5.0,4,27050,15.62,1,0.37,1,2,2254.1666666666665,12200.0,0.0002133850630455868,0.07692307692307693,0,0,1,0,0,0,0,1
24,83000.0,5.0,3,27000,13.49,1,0.33,1,2,2250.0,13833.333333333334,0.00016252816231129746,0.08333333333333333,0,0,1,0,0,0,1,0
24,73399.0,0.0,4,27000,10.99,1,0.37,0,3,2250.0,73399.0,0.0001497275204359673,0.125,0,0,1,0,0,0,0,1
23,62500.0,7.0,2,26000,11.71,1,0.42,0,2,2166.6666666666665,7812.5,0.0001873570022879634,0.08695652173913043,0,0,1,0,0,1,0,0
23,120000.0,1.0,2,25600,12.69,0,0.21,0,3,2133.3333333333335,60000.0,0.00010574911875734369,0.13043478260869565,0,0,1,1,0,0,0,0
24,14400.0,2.0,3,1600,13.57,0,0.13,0,3,133.33333333333334,4800.0,0.0009422956739115339,0.125,0,1,0,0,0,1,0,0
22,60000.0,0.0,2,25475,10.99,1,0.42,0,3,2122.9166666666665,60000.0,0.00018316361393976767,0.13636363636363635,0,0,1,0,0,0,0,1
25,225000.0,3.0,3,20000,14.27,0,0.09,1,4,1666.6666666666667,56250.0,6.342194034693179e-05,0.16,0,0,0,0,0,1,0,0
24,225000.0,8.0,2,20000,8.88,0,0.09,0,4,1666.6666666666667,25000.0,3.9466491260038845e-05,0.16666666666666666,0,1,0,0,1,0,0,0
26,225000.0,10.0,2,21600,12.18,0,0.09,0,3,1800.0,20454.545454545456,5.413309274181003e-05,0.11538461538461539,0,0,0,0,1,0,0,0
25,221004.0,6.0,4,11900,14.42,1,0.05,1,3,991.6666666666666,31572.0,6.524739259292777e-05,0.12,0,0,0,0,0,0,0,0
26,225000.0,0.0,3,25000,14.17,0,0.11,1,2,2083.3333333333335,225000.0,6.29774978777872e-05,0.07692307692307693,0,0,0,0,0,1,0,0
25,225000.0,5.0,3,35000,13.99,0,0.15,0,4,2916.6666666666665,37500.0,6.217750143332696e-05,0.16,0,0,0,0,0,1,0,0
23,83000.0,7.0,2,25300,10.99,1,0.3,0,3,2108.3333333333335,10375.0,0.00013240804327658702,0.13043478260869565,0,0,1,1,0,0,0,0
22,14400.0,4.0,1,2000,5.42,1,0.16,0,4,166.66666666666666,2880.0,0.0003763627525866259,0.18181818181818182,0,0,0,0,0,0,1,0
25,14400.0,3.0,3,1750,13.61,0,0.14,0,3,145.83333333333334,3600.0,0.0009450732588014721,0.12,0,1,0,0,0,0,1,0
21,42500.0,3.0,3,25000,12.73,1,0.59,1,3,2083.3333333333335,10625.0,0.0002995223641796664,0.14285714285714285,0,0,1,1,0,0,0,0
24,41000.0,2.0,4,25000,10.99,1,0.61,0,3,2083.3333333333335,13666.666666666666,0.0002680422428721251,0.125,0,0,1,0,1,0,0,0
25,14400.0,0.0,3,3000,12.87,1,0.23,1,4,250.0,14400.0,0.0008936879383376154,0.16,0,1,0,0,0,0,0,0
24,14400.0,1.0,2,3650,9.91,1,0.28,0,3,304.1666666666667,7200.0,0.0006881466564821888,0.125,0,0,0,0,1,0,0,0
26,225000.0,4.0,2,20000,11.49,0,0.09,0,4,1666.6666666666667,45000.0,5.106643970471242e-05,0.15384615384615385,0,0,0,0,1,0,0,0
25,225000.0,0.0,5,30000,19.91,0,0.13,1,2,2500.0,225000.0,8.84884956066862e-05,0.08,0,0,0,0,1,0,0,0
26,213000.0,6.0,2,35000,10.65,1,0.16,0,2,2916.6666666666665,30428.571428571428,4.999976525931803e-05,0.07692307692307693,0,0,0,1,0,0,0,0
24,225000.0,0.0,2,6000,10.99,0,0.03,0,4,500.0,225000.0,4.8844227358989513e-05,0.16666666666666666,0,0,1,0,0,1,0,0
24,14400.0,0.0,2,4500,11.83,1,0.35,0,4,375.0,14400.0,0.0008214707311992223,0.16666666666666666,0,0,0,0,0,0,0,0
23,14400.0,0.0,3,2400,13.49,1,0.18,1,2,200.0,14400.0,0.0009367405041316576,0.08695652173913043,0,1,0,0,0,0,0,0
22,42000.0,6.0,4,25000,14.59,1,0.6,1,2,2083.3333333333335,6000.0,0.000347372681602819,0.09090909090909091,0,0,1,0,0,1,0,0
26,48000.0,2.0,2,25000,9.64,1,0.52,0,4,2083.3333333333335,16000.0,0.00020082914939272098,0.15384615384615385,0,0,1,1,0,0,0,0
25,14400.0,1.0,4,3600,14.59,1,0.28,0,3,300.0,7200.0,0.001013124088604958,0.12,0,1,0,0,0,1,0,0
22,14400.0,1.0,2,4750,10.99,1,0.37,0,3,395.8333333333333,7200.0,0.0007631414485105201,0.13636363636363635,0,1,0,1,0,0,0,0
25,42360.0,1.0,5,25000,16.35,1,0.59,1,3,2083.3333333333335,21180.0,0.00038596822549042753,0.12,0,0,1,1,0,0,0,0
21,49000.0,4.0,2,25000,10.99,1,0.51,0,2,2083.3333333333335,9800.0,0.00022428113711965062,0.09523809523809523,0,0,1,1,0,0,0,0
25,225000.0,0.0,6,25000,18.67,0,0.11,0,2,2083.3333333333335,225000.0,8.297740898929339e-05,0.08,0,0,0,0,0,0,0,1
26,225000.0,1.0,1,3000,9.32,0,0.01,0,4,250.0,112500.0,4.1422038124275e-05,0.15384615384615385,0,0,1,1,0,0,0,0
23,225000.0,8.0,1,7500,8.63,0,0.03,0,2,625.0,25000.0,3.835538508717739e-05,0.08695652173913043,0,0,1,0,0,0,0,0
26,225000.0,2.0,2,25000,10.08,0,0.11,0,2,2083.3333333333335,75000.0,4.479980088977382e-05,0.07692307692307693,0,0,0,0,0,0,0,1
22,49464.0,5.0,2,25000,11.83,1,0.51,0,3,2083.3333333333335,8244.0,0.00023915900131406045,0.13636363636363635,0,0,1,0,0,0,1,0
23,50000.0,1.0,1,25000,7.9,1,0.5,0,3,2083.3333333333335,25000.0,0.00015799684006319876,0.13043478260869565,0,0,1,0,0,0,0,0
25,50000.0,4.0,1,25000,5.99,1,0.5,0,2,2083.3333333333335,10000.0,0.00011979760404791904,0.08,0,0,1,0,1,0,0,0
24,44000.0,2.0,4,25000,15.33,1,0.57,0,2,2083.3333333333335,14666.666666666666,0.00034840117270062043,0.08333333333333333,0,0,1,0,0,0,0,0
23,50000.0,1.0,2,25000,11.83,1,0.5,0,4,2083.3333333333335,25000.0,0.0002365952680946381,0.17391304347826086,0,0,1,0,0,0,0,1
22,50004.0,0.0,2,25000,10.36,1,0.5,0,2,2083.3333333333335,50004.0,0.0002071792820717928,0.09090909090909091,0,0,1,0,0,0,0,1
22,50004.0,3.0,3,25000,12.23,1,0.5,0,3,2083.3333333333335,12501.0,0.00024457554244575544,0.13636363636363635,0,0,1,0,0,0,0,1
22,52000.0,2.0,2,25000,11.11,1,0.48,0,4,2083.3333333333335,17333.333333333332,0.00021364973750504797,0.18181818181818182,0,0,1,1,0,0,0,0
23,14400.0,3.0,1,4950,7.9,1,0.38,0,4,412.5,3600.0,0.0005485730157627943,0.17391304347826086,0,1,0,0,0,0,0,0
24,220000.0,1.0,2,25000,11.58,0,0.11,0,2,2083.3333333333335,110000.0,5.263612438125281e-05,0.08333333333333333,0,0,0,1,0,0,0,0
23,216000.0,5.0,1,21000,8.9,0,0.1,0,3,1750.0,36000.0,4.120351294669932e-05,0.13043478260869565,0,0,0,0,0,0,0,0
25,216000.0,2.0,4,25000,16.07,0,0.12,0,3,2083.3333333333335,72000.0,7.43978037138717e-05,0.12,0,0,0,1,0,0,0,0
26,216000.0,10.0,3,20000,14.22,0,0.09,1,2,1666.6666666666667,19636.363636363636,6.583302855079375e-05,0.07692307692307693,0,0,0,1,0,0,0,0
23,215000.0,7.0,3,35000,14.79,0,0.16,1,3,2916.6666666666665,26875.0,6.87903777191734e-05,0.13043478260869565,0,0,0,0,0,1,0,0
26,215000.0,11.0,1,12000,7.88,0,0.06,0,2,1000.0,17916.666666666668,3.665099232096595e-05,0.07692307692307693,0,0,0,1,0,0,0,0
23,52000.0,1.0,3,25000,13.22,1,0.48,0,2,2083.3333333333335,26000.0,0.00025422588027153325,0.08695652173913043,0,0,1,0,0,0,1,0
26,46000.0,2.0,4,25000,11.86,1,0.54,0,4,2083.3333333333335,15333.333333333334,0.0002578204821634312,0.15384615384615385,0,0,1,0,0,0,0,0
22,53000.0,5.0,3,25000,13.43,1,0.47,1,4,2083.3333333333335,8833.333333333334,0.0002533914454444256,0.18181818181818182,0,0,1,1,0,0,0,0
26,47000.0,0.0,4,25000,15.28,1,0.53,1,2,2083.3333333333335,47000.0,0.00032509946596880914,0.07692307692307693,0,0,1,0,1,0,0,0
23,47000.0,1.0,5,25000,17.93,1,0.53,0,2,2083.3333333333335,23500.0,0.0003814812450798919,0.08695652173913043,0,0,1,0,0,0,0,1
23,14400.0,2.0,2,1400,9.25,0,0.11,0,4,116.66666666666667,4800.0,0.0006423165057982084,0.17391304347826086,0,0,0,1,0,0,0,0
21,14400.0,0.0,3,4500,12.98,1,0.34,0,4,375.0,14400.0,0.0009013262967849455,0.19047619047619047,0,1,0,0,0,0,0,1
22,210000.0,6.0,2,16000,10.62,0,0.08,0,4,1333.3333333333333,30000.0,5.0571187756248775e-05,0.18181818181818182,0,0,0,0,0,0,0,1
26,210000.0,10.0,2,22000,11.83,0,0.1,0,4,1833.3333333333333,19090.909090909092,5.633306508064247e-05,0.15384615384615385,0,1,0,0,0,0,1,0
26,48000.0,5.0,6,25000,18.43,1,0.52,0,2,2083.3333333333335,8000.0,0.000383950334368034,0.07692307692307693,0,0,1,0,0,0,0,1
22,54996.0,6.0,2,25000,10.99,1,0.45,0,4,2083.3333333333335,7856.571428571428,0.00019982908158626834,0.18181818181818182,0,0,1,1,0,0,0,0
24,55000.0,4.0,4,25000,10.99,1,0.45,1,4,2083.3333333333335,11000.0,0.00019981454882638498,0.16666666666666666,0,0,1,0,1,0,0,0
23,55000.0,4.0,2,25000,11.36,1,0.45,0,3,2083.3333333333335,11000.0,0.00020654169924183194,0.13043478260869565,0,0,1,1,0,0,0,0
23,55000.0,4.0,4,25000,15.65,1,0.45,1,3,2083.3333333333335,11000.0,0.00028454028108579847,0.13043478260869565,0,0,1,1,0,0,0,0
24,55164.0,8.0,3,25000,13.22,1,0.45,1,4,2083.3333333333335,6129.333333333333,0.0002396447022568658,0.16666666666666666,0,0,1,0,0,0,1,0
26,56000.0,4.0,3,25000,12.87,1,0.45,0,2,2083.3333333333335,11200.0,0.0002298173246906305,0.07692307692307693,0,0,1,0,0,0,0,0
24,203500.0,8.0,3,20000,13.04,0,0.1,0,3,1666.6666666666667,22611.11111111111,6.40783091974978e-05,0.125,0,1,0,0,0,1,0,0
23,190000.0,5.0,6,22000,17.58,1,0.12,1,3,1833.3333333333333,31666.666666666668,9.25258288114273e-05,0.13043478260869565,0,0,0,1,0,0,0,0
23,14400.0,2.0,5,7750,17.04,1,0.56,0,4,645.8333333333334,4800.0,0.0011832511631136727,0.17391304347826086,0,1,0,0,0,0,1,0
24,60000.0,0.0,2,25000,10.99,1,0.42,0,3,2083.3333333333335,60000.0,0.00018316361393976767,0.125,0,0,1,0,0,0,1,0
24,60000.0,2.0,2,25000,11.11,1,0.42,0,3,2083.3333333333335,20000.0,0.00018516358060698988,0.125,0,0,1,0,0,0,1,0
26,54000.0,7.0,4,25000,14.83,1,0.46,1,2,2083.3333333333335,6750.0,0.00027462454398992614,0.07692307692307693,0,0,1,0,0,0,0,0
23,14400.0,2.0,4,4000,10.99,1,0.29,0,3,333.3333333333333,4800.0,0.0007631414485105201,0.13043478260869565,0,1,0,0,0,0,0,0
24,200000.0,8.0,2,12000,12.69,0,0.06,0,2,1000.0,22222.222222222223,6.344968275158623e-05,0.08333333333333333,0,0,1,0,0,1,0,0
24,200000.0,8.0,3,12000,13.49,0,0.06,0,2,1000.0,22222.222222222223,6.744966275168624e-05,0.08333333333333333,0,0,0,0,1,0,0,0
21,200000.0,5.0,3,16000,14.65,0,0.08,0,4,1333.3333333333333,33333.333333333336,7.324963375183124e-05,0.19047619047619047,0,0,0,1,0,0,0,0
25,54000.0,3.0,5,25000,16.82,1,0.46,0,4,2083.3333333333335,13500.0,0.00031147571341271456,0.16,0,0,1,0,1,0,0,0
23,60000.0,3.0,3,25000,12.73,1,0.42,0,3,2083.3333333333335,15000.0,0.00021216313061448976,0.13043478260869565,0,0,1,0,0,0,1,0
23,60000.0,7.0,2,25000,10.25,1,0.42,0,4,2083.3333333333335,7500.0,0.00017083048615856402,0.17391304347826086,0,0,1,0,0,0,1,0
21,60000.0,6.0,2,25000,10.99,1,0.42,0,4,2083.3333333333335,8571.42857142857,0.00018316361393976767,0.19047619047619047,0,0,1,1,0,0,0,0
25,61959.0,9.0,3,25000,12.73,1,0.4,0,2,2083.3333333333335,6195.9,0.0002054551323434474,0.08,0,0,1,0,0,1,0,0
22,56400.0,2.0,4,25000,14.96,1,0.44,1,3,2083.3333333333335,18800.0,0.000265243524050992,0.13636363636363635,0,0,1,0,1,0,0,0
23,200000.0,7.0,1,28000,10.99,0,0.14,0,2,2333.3333333333335,25000.0,5.4949725251373746e-05,0.08695652173913043,0,0,0,1,0,0,0,0
21,200000.0,2.0,3,25000,13.99,0,0.13,0,2,2083.3333333333335,66666.66666666667,6.994965025174874e-05,0.09523809523809523,0,0,0,0,0,0,0,0
