loan_id,annual_income,monthly_debt,loan_amount,total_credit_limit,credit_used,total_delinquencies_12m,open_credit_accounts,credit_history_years,oldest_account_age,late_payments_90d,hard_inquiries_last_6m,default
LN100034,0.27100672199226217,0.010690802728780544,0.07344437235826928,10000,6620.41981499776,1.0,6.000000000000003,4.751369358481234,11.609890181757464,0.0,0.0,0
LN100035,0.19382285311571373,0.0026953240561385003,0.03756710456706242,10000,9800.0,0.0,10.0,,11.729710009845473,,2.0,0
LN100036,0.11767411526246799,0.0037393846795643537,0.01384707972868934,10000,5284.831934357535,2.0,2.0,6.147974510098678,6.556116836401912,0.0,0.0,0
LN100037,0.1997593923433963,0.0009330341957690728,0.03990361507001059,10000,3482.072748585002,0.0,10.0,6.625990449749744,13.915735304068033,0.0,4.0,0
LN100038,0.1971471984018782,0.0024770246388449604,0.038866820690511124,10000,4448.851375616011,0.0,10.0,7.704552010021193,4.619054317599212,1.0,0.0,0
LN100039,0.35219527624792507,0.011139032190765737,0.12404116041607602,10000,961.8481902217629,1.0,6.000000000000003,3.911939515197145,3.946383555519639,0.0,,0
LN100040,0.0521228530340679,0.0020013871929062074,0.0027167396855580068,10000,3110.573737821883,0.0,10.0,9.9162072787955,7.0899562487799415,0.0,2.0,0
LN100041,0.42648678679602287,0.013352776793260678,0.18189055282480948,10000,3681.435123773792,0.0,10.0,1.261483748738181,5.099663707205973,0.0,1.0,0
LN100042,0.4330724501066083,0.01200522873221987,0.18755131396889063,10000,3451.823204130815,0.0,10.0,2.8843310818923467,11.421216371123752,0.0,1.0,0
LN100043,0.1730805436971565,0.004396742632727682,0.029956701525959605,10000,4804.709744067444,1.0,4.0,9.877288123011247,19.25399947251308,0.0,1.0,0
LN100044,0.4181898572805815,0.004468417918959177,0.17488233854249585,10000,2855.160135235599,1.0,8.0,7.770014283313413,13.51226102955708,0.0,2.0,0
LN100045,0.1293311735497477,0.002608430525475847,0.016726423120581414,10000,6742.061334648944,2.0,2.0,13.6211732930443,5.73204581063249,0.0,2.0,0
LN100046,0.3852560656208263,0.009018336740119341,0.14842185084157283,10000,4500.414129836394,0.0,10.0,6.205051330959391,5.007971275874176,0.0,0.0,0
LN100047,0.15164191348403291,0.006426689607913506,0.02299511828318544,10000,4481.399357722771,1.0,6.000000000000003,11.10128788937728,12.909878634780709,1.0,0.0,0
LN100048,0.37401342690647726,0.01251519812680445,0.1398856694928999,10000,3844.210566974164,0.0,10.0,0.5,4.265060792520966,1.0,0.0,0
LN100049,0.0775138123867087,0.0005525699800329107,0.0060083135969094875,10000,4810.381367717958,2.0,7.0,1.759455080408416,5.060788797727669,1.0,3.0,0
LN100050,0.37994327342187395,0.012620847860580648,0.14435651107525546,10000,6150.1965293352705,,10.0,8.68657661225092,10.476274785542298,0.0,1.0,0
LN100051,0.4046306686531537,,0.16372557338402965,10000,2765.739568578199,0.0,10.0,0.7788965231565443,6.832446778392928,1.0,0.0,0
LN100052,0.0736522371478464,0.0015249800039314066,0.005424578384645457,10000,3183.767021849487,0.0,10.0,5.407897178971532,9.477331097801136,0.0,3.0,0
LN100053,0.4608721331571383,0.016965910834246523,0.21240266224867788,10000,3892.5479424466707,2.0,10.0,9.501627250941477,7.677868559649304,0.0,,1
LN100054,0.37222058020697485,0.01565342409507706,0.1385477881090368,10000,1808.25815305357,0.0,10.0,7.503513793466005,8.888498613157443,0.0,,0
LN100055,0.020001000000000005,0.0008161941707805388,0.0004000200000000001,10000,2861.484280557004,0.0,10.0,6.033285660958738,12.497664591930928,0.0,4.0,0
LN100056,0.19120576772241557,0.003571044506730178,0.03655945440455062,10000,3547.558252910682,1.0,6.000000000000003,4.652677593512054,11.486079451571529,0.0,1.0,0
LN100057,0.3745132166816902,0.009475750634243137,0.14025977495604997,10000,6248.778361425456,0.0,10.0,6.606677623775894,12.66800619709953,0.0,0.0,0
LN100058,0.33677439342182536,0.011217099489475336,0.113416655290245,10000,5025.12265800385,1.0,7.0000000000000036,7.731745117126589,11.557085881544374,2.0,2.0,0
LN100059,0.2634155083852733,0.010895123773075206,0.0693874666423636,10000,4887.179822735089,0.0,10.0,4.017316989041451,,3.0,0.0,0
LN100060,0.36135675798791306,0.008375161494242006,0.1305783451867772,10000,6201.795924335945,0.0,10.0,7.115208084036143,8.991292041388522,0.0,0.0,0
LN100061,0.1451174981380063,0.003895814118187905,0.021058943148336128,10000,4225.256423201206,0.0,10.0,9.235292232596132,3.1820785628503963,0.0,0.0,0
LN100062,0.25568455282568403,0.003921556585280623,0.0653743348691172,10000,5280.929699857779,1.0,4.0,5.332565600100425,8.570541864003596,0.0,0.0,0
LN100063,0.1485312562156776,0.002111235732521218,0.022061385541751046,10000,4293.556494135007,0.0,10.0,6.204368550421955,10.263707673546518,1.0,0.0,0
LN100064,0.26617811121466656,0.010466985602736498,0.07085052071169619,10000,5030.724698799257,0.0,10.0,7.451336502008333,9.29688379251522,0.0,2.0,1
LN100065,0.37012471496306876,0.01707002861137634,,10000,3334.482684776836,1.0,12.000000000000005,7.654002648269232,10.679619014443716,0.0,1.0,0
LN100066,0.343788257555793,0.009717704584237916,0.1181900222449907,10000,100.0,1.0,10.0,8.635360718995319,17.24390598463644,0.0,1.0,0
LN100067,0.2767477685061482,0.011543378541189229,0.07658905062536409,10000,4231.441675627392,0.0,10.0,2.95687513205415,6.993934146987953,0.0,3.0,1
LN100068,0.3687642500714974,0.012422604430112774,0.13598670336654378,10000,7345.496272199881,0.0,10.0,4.413232492844069,7.380579439536665,0.0,1.0,1
LN100069,60000.0,1266.1601840461565,22834.881699048336,10000,6352.430804483184,2.0,11.000000000000002,4.524363923851039,13.834743612641097,0.0,0.0,0
LN100070,0.4656797445755086,0.015686008549250702,,10000,6430.794969182341,0.0,10.0,3.2882635045119697,9.498281924097078,0.0,0.0,0
LN100071,0.39009718454571046,0.018877631228083964,0.15217542329330555,10000,6972.261443612435,1.0,5.0,0.604758235926556,10.818591526262914,0.0,2.0,0
LN100072,0.32877176216933335,0.009441944021483977,0.10809054282816653,10000,4677.315181922875,1.0,12.000000000000005,0.5,6.632732550284734,1.0,2.0,0
LN100073,0.36209196255725573,0.017642826725042287,0.13111022725660257,10000,4894.631414811191,3.0,6.0,9.58635813525894,6.070171267878811,0.0,1.0,0
LN100074,0.27922812971316613,0.0011634505404715257,0.07796806919498304,10000,3264.6962091313,0.0,10.0,1.3383209866573722,4.171714121763805,,2.0,0
LN100075,0.2164070680407989,0.008535191707697034,0.04683180269094692,10000,3867.8542879459,1.0,7.0000000000000036,10.699527380117726,9.689561738790497,1.0,1.0,0
LN100076,0.3541140592524232,0.010713634111693692,0.12539641284616942,10000,5731.542299542282,0.0,10.0,8.218228465849387,5.085629845870557,0.0,0.0,0
LN100077,0.34085592028700656,0.008667650688175738,0.11618241753878189,10000,6907.768874337632,1.0,6.000000000000003,4.78293486058124,4.594510009181614,0.0,0.0,0
LN100078,0.28503563272074317,0.008640477925172637,0.08124502688488168,10000,4221.107448638001,1.0,9.0,7.8492663144442,11.6441862767391,1.0,1.0,0
LN100079,0.2266496967008437,0.000979592507945638,0.051369858364887735,10000,3599.621470297177,2.0,12.000000000000005,7.2753997401411645,6.461045086518582,0.0,1.0,0
LN100080,0.21999453727435098,0.005812424645706113,0.04839737643601853,10000,4501.0559177131945,0.0,10.0,2.6946769111806788,4.199040237275191,0.0,4.0,0
LN100081,0.2009557366712241,0.006758256734777764,0.04038300714533769,10000,5702.41349785823,0.0,10.0,5.955066679111108,3.786545262624241,0.0,0.0,0
LN100082,0.4006859390701796,0.01908881526242374,0.1605488210826126,10000,1612.290367732916,0.0,10.0,3.060483682375524,12.64689154260585,0.0,4.0,0
LN100083,0.3914122350185189,0.008880473882064836,0.15320314630995724,10000,100.0,2.0,2.0,7.962384006513277,8.573996866237213,0.0,0.0,1
LN100084,0.38626122762304416,0.007362330827602528,0.14919734970363352,10000,3398.926301016833,1.0,11.000000000000002,3.854337144601837,7.402678532533455,0.0,1.0,0
LN100085,0.1237779689306151,0.002833859913582223,0.015320861814619386,10000,2058.575148171682,1.0,7.0000000000000036,5.710111391409983,9.685847394771775,1.0,0.0,1
LN100086,0.2068860992521978,0.008401477562088061,0.04280165117769099,10000,3483.719604705378,1.0,8.0,5.580603242967751,9.305094221228282,0.0,1.0,0
LN100087,0.2191140470242695,0.007291251197806853,0.04801074648930678,10000,4204.439362365058,1.0,6.000000000000003,6.364737001618146,6.882660692296894,0.0,0.0,1
LN100088,0.1772636635807705,0.003996349756034463,0.031422229162413,10000,3593.503181953973,0.0,10.0,10.987665243342066,7.665269412370748,0.0,3.0,0
LN100089,0.47351241183214066,0.016848759930542398,0.22421353064667895,10000,7404.935068941491,1.0,7.0000000000000036,5.277118251432245,11.922918728328348,0.0,1.0,0
LN100090,0.2980567346659212,0.009055004144856618,0.0888375190229767,10000,5153.48952920464,1.0,11.000000000000002,9.653781425923546,12.299092829893336,,1.0,0
LN100091,0.28943410302844497,0.01194631417984485,0.08377181056177747,10000,5100.948719221657,1.0,6.000000000000003,7.439990983005113,5.64724345829525,0.0,,0
LN100092,0.1940905597506112,0.003957701184826529,0.03767095129374583,10000,5744.414288086804,0.0,10.0,10.255207638109749,14.118695819969105,0.0,1.0,0
LN100093,0.3534520384577768,0.00886135711784642,0.12492799003791927,10000,2222.333764438461,0.0,10.0,4.984692645555542,17.03622955920099,0.0,0.0,0
LN100094,0.5129854111594915,0.012447752465233223,0.26315351907706136,10000,6578.223574840538,0.0,10.0,8.088408725908705,7.834599783995271,1.0,1.0,0
LN100095,0.25971512268756686,0.0028238123578554343,0.06745168523749523,10000,4348.47142692908,0.0,10.0,5.8221959321989765,7.738717067413555,0.0,1.0,1
LN100096,0.2219792238146161,0.007296050893658349,0.04927455382611561,10000,5840.9612344824245,0.0,10.0,0.5,5.407094679005336,0.0,1.0,0
LN100097,0.23913078286538247,0.007754977228667561,0.05718329218302784,10000,2356.285533919689,0.0,10.0,2.7304692449385737,6.325648069473207,0.0,0.0,0
LN100098,0.2113547683646346,0.006178023495354466,0.04467062675569998,10000,1392.4824679678711,0.0,10.0,7.747130837858255,10.293887046964471,0.0,2.0,0
LN100099,0.2496570722671943,0.006549585396418254,0.06232840407595481,10000,6135.779316050057,1.0,7.0000000000000036,7.548794748839995,18.267815586318232,0.0,0.0,0
LN100100,0.17662411860209984,0.002026679169938064,0.03119590264785004,10000,5252.819052195034,0.0,10.0,2.11506783409523,11.913358873749818,0.0,1.0,0
LN100101,0.14361514038924772,0.003433636964481882,0.020625164933882938,10000,2695.896891284979,1.0,3.0,6.661102646514011,7.671445880029997,0.0,1.0,0
LN100102,0.24745231309075932,0.006157290383759683,0.06123239980165408,10000,2760.6738374506112,0.0,10.0,7.509780679576516,7.3010911744637825,0.0,0.0,0
LN100103,0.2597328324694291,0.004970819102515391,0.06746088452976008,10000,6750.869568829538,1.0,6.000000000000003,5.89600329078718,6.344572258831939,0.0,0.0,0
LN100104,0.21722725243543967,0.0058978492126715515,0.0471874619733978,10000,2121.176214265344,0.0,10.0,8.186455912978909,13.239590634137574,0.0,3.0,0
LN100105,0.4248383943435594,0.014536823800548328,0.18048723647001932,10000,7785.345906511927,0.0,10.0,7.777665923786307,8.027065926374567,0.0,3.0,0
LN100106,0.2998598780376855,0.015815806538099886,0.08991564659689759,10000,2698.7585307042627,1.0,10.0,5.894569261785877,10.817076826671062,0.0,1.0,0
LN100107,0.3390959777383027,0.010630282277370829,0.11498574302231775,10000,5776.7838512167655,0.0,10.0,4.467525543407644,8.05301210878417,0.0,1.0,0
LN100108,0.34228368149404825,0.011085215242411635,0.11715777633343763,10000,3842.763048502031,0.0,10.0,9.127624776277528,17.472170047112648,0.0,2.0,0
LN100109,0.262558513529705,0.007413626532342363,0.06893671046841476,10000,5706.3748621646855,1.0,7.0000000000000036,7.389486293636464,6.863246537958158,0.0,0.0,1
LN100110,0.2762391758002796,0.001431478722547636,0.07630780600764199,10000,3411.771995771614,0.0,10.0,1.8557020424091064,6.186577474832316,0.0,1.0,0
LN100111,0.1467808769790049,0.004232462288255791,0.021544479065848793,10000,4174.414187855412,2.0,7.0,6.662692968244162,7.073118413162521,0.0,0.0,0
LN100112,0.3287189415655144,0.009835120931436871,0.10805581382501052,10000,4581.838350791441,2.0,8.0,2.546925871626799,10.696039567719936,1.0,1.0,0
LN100113,0.21000323663416876,0.012591204604773637,0.044101149393590035,10000,2495.625088437054,0.0,10.0,3.1062962027124748,14.738778283018016,0.0,1.0,0
LN100114,0.1732308341823491,0.0046360303670707394,0.03000874868067835,10000,5981.648690840252,0.0,10.0,4.044269893843089,10.704670319533276,0.0,0.0,0
LN100115,0.4062369184873878,0.013379822578311327,,10000,3473.5728670568287,2.0,6.0,6.134619706979106,11.82630311992424,1.0,0.0,0
LN100116,0.09013207354567052,0.002589744097832389,0.008123700549568612,10000,4042.8001693199626,1.0,9.0,7.123456732773857,11.270321802620831,0.0,1.0,0
LN100117,0.4562900930800535,0.006642758416092843,0.20820019275291088,10000,2511.301250782976,0.0,10.0,4.773174332276185,2.3399334717539606,,1.0,0
LN100118,0.4467926787627634,0.01941401396368518,0.19962325100332712,10000,100.0,1.0,,4.904452151118797,8.935447885857473,0.0,2.0,1
LN100119,0.2233320715385182,0.008612986609642333,0.04987699084561427,10000,4117.944474799662,1.0,3.0,4.490269034094957,7.731637416729269,0.0,1.0,0
LN100120,0.4642248894247908,0.018130101585067254,0.21550428373656982,10000,9325.230843225832,1.0,5.0,9.142540911262886,8.43507483467458,0.0,2.0,0
LN100121,0.1433998839457091,0.0025524209215925645,0.020563383315758892,10000,6069.208575796048,0.0,10.0,0.5,5.708587598904664,0.0,2.0,0
LN100122,0.36929167334123547,0.017246510369608833,0.13637597070749644,10000,4461.479240531211,1.0,4.0,5.073967770975651,12.473231269510528,0.0,0.0,0
LN100123,0.25201695629719256,0.0029343665833319247,0.06351229424434478,10000,3974.2183415834647,0.0,10.0,10.6349543861471,9.19389366834703,0.0,5.0,0
LN100124,0.03323373512622,0.0012131104396685176,0.0011044479167046227,10000,4544.931785624093,0.0,10.0,7.551690150832161,9.1697277798816,0.0,1.0,0
LN100125,0.1742796852698346,0.00985505645033311,0.03037323441806733,10000,5594.23823035042,1.0,11.000000000000002,9.800541721701377,8.41107310856429,0.0,1.0,0
LN100126,0.2290606771969349,0.003844774900461449,0.05246856477724122,10000,2138.3743693823103,0.0,10.0,0.5,6.48279994097849,0.0,0.0,0
LN100127,0.34348175740390235,0.007586806182057985,0.11797937418751583,10000,6728.643389337745,0.0,10.0,2.273252305592632,1.871835378919359,0.0,1.0,0
LN100128,0.19275111072997783,0.005862006287621036,0.03715279793652944,10000,5930.762630882488,0.0,10.0,7.542144422059403,10.086736073068328,0.0,0.0,0
LN100129,0.2172235736707557,0.004968602804855265,0.04718586373472056,10000,5936.371451415869,1.0,10.0,10.651891779773004,9.454342183053674,0.0,0.0,0
LN100130,0.31491905866423603,0.003080970860835203,0.0991736985909099,10000,5376.951477619455,0.0,10.0,2.5762913494658166,11.136967116290553,0.0,2.0,0
LN100131,0.3085725202044604,0.009264489963404393,0.09521669165281195,10000,4539.23331538798,0.0,10.0,4.836714651880433,9.28925536023395,0.0,1.0,0
LN100132,0.238993929720347,0.0037971045447611155,0.05711785944924444,10000,5845.72247193364,0.0,10.0,7.204392425600984,4.682840744573128,0.0,0.0,0
LN100133,0.2136595487407745,0.007496581150979581,0.04565018910856265,10000,5683.628267482756,1.0,10.0,1.6425048087369083,5.820813560185032,0.0,1.0,1
LN100134,0.36271777563536245,0.006410624542199759,0.1315638220440895,10000,3791.918578117952,1.0,7.0000000000000036,7.565073778742949,14.357813663582116,0.0,1.0,0
LN100135,0.2129850019603258,0.010338472335814131,0.04536239807503802,10000,3352.7964542061977,0.0,10.0,0.5,10.275744648284023,0.0,0.0,0
LN100136,0.1072746771841551,0.0020785542000945675,0.011507749090287504,10000,4703.712590523973,1.0,4.0,7.476718393394565,12.212865080815751,0.0,1.0,0
LN100137,0.20267294607215913,0.005095379806614591,0.04107612039662224,10000,7598.040302990375,2.0,6.0,3.014745096336472,12.675665573109164,0.0,1.0,0
LN100138,0.31561900050076436,0.01241507281922702,0.099615037858101,10000,2021.785848692198,0.0,10.0,4.65720842845076,5.0650892432638335,0.0,2.0,0
LN100139,0.2320861265908131,0.0031983470477319788,0.05386373806980033,10000,1564.949468495119,1.0,6.000000000000003,7.955651843810903,7.637980533557377,0.0,1.0,0
LN100140,0.1896693293162959,0.0060712992705923025,0.03597426481396419,10000,4829.521682473033,,10.0,7.341756466476752,11.724053150926236,1.0,0.0,0
LN100141,0.0994246278694871,0.004524412253487042,0.00988515720235812,10000,4601.775403712036,0.0,10.0,5.976056386944887,5.737859691941994,2.0,2.0,0
LN100142,0.2327286006621075,0.002111575972221057,0.05416236883754204,10000,4846.683328740817,0.0,10.0,8.90712165490605,7.367020433071977,1.0,2.0,0
LN100143,0.2773505419823711,0.008729494566972043,0.07692304578737301,10000,4987.906395817,1.0,8.0,0.8994719621435294,6.922532478015083,1.0,1.0,1
LN100144,0.12911487051535156,0.004185284556637999,0.016670520673325487,10000,4053.59549073039,0.0,10.0,6.613243114504241,,0.0,0.0,0
LN100145,0.2272865439622672,0.00885041359702762,0.05165894577976765,10000,7479.726877204164,1.0,6.000000000000003,3.629489607424552,8.47940509855964,0.0,3.0,0
LN100146,0.11873352298245371,0.0016272171412606673,0.014097530746301878,10000,1298.192043046969,,10.0,8.754094406039957,7.05667161447141,0.0,1.0,0
LN100147,0.23454760385358903,0.0029695975966687283,0.05501234392585627,10000,2843.0059504395076,1.0,9.0,8.061201208908358,7.405817067834019,0.0,0.0,0
LN100148,0.45706044346132474,0.016312915143977272,0.20890379191661934,10000,4293.490479701905,2.0,3.0,8.170044656592015,10.073853404463842,0.0,1.0,0
LN100149,0.27060659294081263,0.008897267426347947,0.07322765753644171,10000,1213.622377691665,0.0,10.0,10.936145498121403,12.992352765991154,1.0,0.0,0
LN100150,0.0602121961704749,0.0019447231130262758,0.0036254483554755816,10000,4148.291191135858,0.0,10.0,9.379042597304933,12.058316158795762,0.0,0.0,0
LN100151,0.2897366333773609,0.009705386030080546,0.08394702698421387,10000,7822.940331456037,0.0,10.0,5.527735998679767,9.705637662688549,0.0,0.0,0
LN100152,0.407418701983295,0.008419860607237015,0.165989591307051,10000,4541.772976591923,2.0,2.0,5.996196439537509,15.55751532580923,0.0,2.0,0
LN100153,0.0839142186512197,0.0026911153880704404,0.007041512177626057,10000,4961.401811437367,2.0,4.0,7.802815142135179,11.6360326285357,0.0,3.0,0
LN100154,0.1245418139219093,0.00408871679066233,0.015510538873145558,10000,1979.670469654839,0.0,10.0,6.408524024243488,12.218001470709256,0.0,2.0,0
LN100155,60000.0,1214.236436480224,16860.109038748542,10000,,0.0,10.0,8.115519965729153,8.347804353013013,1.0,3.0,0
LN100156,0.2395471456817199,0.012573553731930575,0.05738259545711345,10000,3749.6072393521263,0.0,10.0,0.5,7.453540125554813,0.0,0.0,0
LN100157,0.3953413244440048,0.013872360311097275,0.15629436747181547,10000,3864.5698064875323,1.0,8.0,11.642410556379948,10.504122654382783,0.0,0.0,0
LN100158,0.22832455366697876,0.003259418157611393,0.052131873482671405,10000,7063.287590007538,1.0,8.0,6.183085750668963,12.624863532876262,0.0,1.0,0
LN100159,0.3490546998787083,0.01304542611499521,0.12183883445271528,10000,5615.3821214502495,0.0,10.0,1.1326040073223194,9.697773344388684,0.0,1.0,0
LN100160,0.4333733915255588,0.007360043489276164,0.18781206310897375,10000,2277.0840861259358,0.0,10.0,3.258619945249436,6.467365787147387,0.0,1.0,0
LN100161,0.145890277906958,0.0056904830003230355,0.02128382729749153,10000,4993.00955686401,1.0,3.0,0.5,3.865605425385393,0.0,2.0,0
LN100162,0.33972167303334216,0.014828549152673677,0.11541047540690001,10000,5496.44349699357,1.0,3.0,2.729294759442748,2.6738923937213794,0.0,2.0,1
LN100163,0.2018976280914694,0.0038175081506867923,0.04076245033133321,10000,6780.298077042533,0.0,10.0,5.573254714080643,9.1701885917896,0.0,1.0,0
LN100164,0.020001,0.0008242185745126959,0.00040002000000000006,10000,7661.081373136747,0.0,10.0,10.544143837483208,12.263849477847463,1.0,1.0,0
LN100165,0.307166100538066,0.010543915111988246,0.09435070615366073,10000,2469.811616344262,0.0,10.0,7.232023756259402,1.0,0.0,0.0,0
LN100166,0.3219339242483304,0.012697852623183422,0.1036411296480055,10000,2878.284977579323,0.0,10.0,6.698581835893728,6.570105821443425,0.0,1.0,0
LN100167,0.0640918761885315,0.003388959151326321,0.004107704501489863,10000,1984.844282170767,0.0,10.0,2.5946864363528643,5.917486540228433,0.0,1.0,1
LN100168,0.1955294941434765,0.005103185901798956,0.03823158755050967,10000,4031.9602817860373,0.0,10.0,3.526544083039466,10.517064189161909,1.0,1.0,0
LN100169,0.17524038116018914,0.003460115124636031,0.030709015948787208,10000,5432.71674889267,0.0,10.0,3.759216919883415,6.33276666819141,0.0,1.0,0
LN100170,0.3471995295316821,0.006266165551203758,0.12054716610749189,10000,6474.669033178204,2.0,2.0,3.881614163441684,4.078183301621506,0.0,2.0,0
LN100171,0.0640980279683877,0.0012158779349619787,0.004108493091408244,10000,4348.097952714954,1.0,7.0000000000000036,4.945389371254186,6.564055806659352,0.0,0.0,0
LN100172,0.26281205651304035,0.007412060913149613,0.069069914236557,10000,3860.304953490312,0.0,10.0,5.171966814850557,5.937204119086818,1.0,1.0,0
LN100173,0.020001,0.0006686547581038462,0.00040002000000000006,10000,4803.51598449748,2.0,4.0,4.982764879119456,9.051956775606854,0.0,1.0,0
LN100174,0.29554217393304566,0.009642152577312987,0.08734488103089669,10000,2829.7141967399543,0.0,10.0,3.986027309194553,8.140832419656101,0.0,3.0,0
LN100175,0.26501647570405806,0.010469862075797014,0.0702334673781239,10000,8679.077443389548,1.0,3.0,6.40515949743668,10.76992576307389,0.0,1.0,0
LN100176,0.18868572704082384,0.005533999598130976,0.035602114903197236,10000,1284.677945763882,0.0,10.0,5.056755649899675,8.974998404652732,0.0,1.0,0
LN100177,60000.0,2840.1505578679876,25283.740023535043,10000,,0.0,10.0,1.2132982613333176,13.05986994076018,0.0,1.0,0
LN100178,0.020001,0.0005171949834800953,0.00040002000000000006,10000,8547.212438459279,0.0,10.0,6.103145466773805,7.20823516025885,0.0,1.0,0
